,0,1,2,3,4,5,label
0,-30.37230428177912,77.95062682357742,-116.2867441415529,157.13179571892906,9.94627167647196,93.2616254066308,1
1,8.807346807985205,525.888406670034,74.8317763761866,60.60488068667704,24.223902135676614,-82.95590742857844,1
2,-4.205932494048798,72.11254446411947,163.05394696712466,14.631713856283705,205.37782193062827,107.07848680541203,1
3,-120.33365894838464,126.7915405041815,-12.876351206387309,179.736409210644,97.4463683825525,-43.62674204149585,1
4,-6.672360205039241,-203.71431309432688,31.129873408740647,-30.65194411492914,-61.32438260727944,43.23521085069851,1
5,193.55434005316687,207.123377888313,15.013816507483549,-11.45207515120815,14.933138548594542,87.79215423447161,1
6,-299.725450648195,-189.81843280656207,22.13675355619878,155.9814536156885,77.02968743418089,-38.489113974589856,1
7,-274.0090826855976,-333.95190670497675,-41.117711325102796,32.3036646303178,150.32598380854708,-85.26913984489686,1
8,-228.79450667407875,-21.19312623718696,235.67231499325834,-137.33109455660437,-92.73606345656516,-115.05732962026217,1
9,-54.4979416807344,-24.928087912133325,32.2524408895739,45.1427017704065,-39.101095046935555,-106.43272089127508,1
10,4.861709301322823,-246.77396469413526,17.099553553998767,158.1208614070058,-21.14268679702446,-17.495361719307606,1
11,-94.21300320802254,-69.25094176569235,84.95186535465939,95.67892315643499,-19.647505389151878,74.39191571242509,1
12,-255.25756814388467,-121.95732631602891,47.41411247280976,24.99555619664457,-1.6500811974238698,22.887653172811902,1
13,-173.7854477588903,-146.47254994096764,128.64101736122274,-32.58279615687762,-138.54383317263867,8.883516927788307,1
14,183.6553296530823,94.228881946856,41.750152436773924,97.8856655109565,-22.262718420943532,13.46159358739174,1
15,38.95109070230026,-109.41471823028148,21.477696126266913,-12.782291714709729,-121.12560842301252,-2.5399298309958476,1
16,-190.76403448416062,18.40765559759397,240.81901573279342,-4.484866625007408,-174.29868916052686,-17.193837976878232,1
17,-139.71181154981554,182.66759598301573,-104.1505964229104,25.887449218250136,40.36799750347135,-139.92868544830154,1
18,205.0918094810852,-84.92588781366128,52.50575790568684,42.98304830569718,158.46311293810405,-47.723855134661754,1
19,-347.5809423647082,-102.49768612027023,93.52640095175768,-89.96890295878619,-149.97858977391914,39.74566764871383,1
20,-400.8744154482804,121.84225657367823,-32.41326348948471,53.52032157809016,-56.36144454424004,-6.6059429805844045,1
21,-225.5474046353617,-8.710772192076742,-36.430055439733565,53.6432720364522,-59.84085389412801,79.83215201175982,1
22,-418.8512033613621,103.57828929160891,2.436540698135531,6.2201146652000965,43.03511829413383,-7.563934762620003,1
23,-103.19104402434542,137.29131982804205,62.24152404690053,63.01379694439302,83.93855069849593,142.86625342803123,1
